,Neighborhood,Date,Price,Year,Month,TimeIndex,Month_sin,Month_cos
6325,East Colfax,2006-12-31,161566.5858112951,2006,12,84,-2.4492935982947064e-16,1.0
6326,Lowry Field,2006-12-31,488049.7859400801,2006,12,84,-2.4492935982947064e-16,1.0
6327,West Colfax,2006-12-31,211039.8260436023,2006,12,84,-2.4492935982947064e-16,1.0
6328,Sunnyside,2006-12-31,224034.75622147112,2006,12,84,-2.4492935982947064e-16,1.0
6329,Ruby Hill,2006-12-31,148798.0366589574,2006,12,84,-2.4492935982947064e-16,1.0
6330,University,2006-12-31,286967.24157680466,2006,12,84,-2.4492935982947064e-16,1.0
6332,West Highland,2006-12-31,322245.7890530587,2006,12,84,-2.4492935982947064e-16,1.0
6333,South Park Hill,2006-12-31,422497.47168350365,2006,12,84,-2.4492935982947064e-16,1.0
6334,Berkeley,2006-12-31,287331.65975696564,2006,12,84,-2.4492935982947064e-16,1.0
6335,Northeast Park Hill,2006-12-31,175401.84446703186,2006,12,84,-2.4492935982947064e-16,1.0
6336,Harvey Park South,2006-12-31,214263.51690580905,2006,12,84,-2.4492935982947064e-16,1.0
6337,Cheesman Park,2006-12-31,222340.69846597803,2006,12,84,-2.4492935982947064e-16,1.0
6338,Athmar Park,2006-12-31,171699.02724341178,2006,12,84,-2.4492935982947064e-16,1.0
6339,Villa Park,2006-12-31,131611.55471878778,2006,12,84,-2.4492935982947064e-16,1.0
6340,Fort Logan,2006-12-31,238360.03465220323,2006,12,84,-2.4492935982947064e-16,1.0
6341,Hale,2006-12-31,274217.42778242537,2006,12,84,-2.4492935982947064e-16,1.0
6342,Union Station,2006-12-31,450867.8955779052,2006,12,84,-2.4492935982947064e-16,1.0
6343,College View - South Platte,2006-12-31,153051.53858975336,2006,12,84,-2.4492935982947064e-16,1.0
6344,Bear Valley,2006-12-31,217977.4954388501,2006,12,84,-2.4492935982947064e-16,1.0
