,RegionID,Neighborhood,City,Year,Quarter,Value
0,6018,Montbello,Denver,2000,1,127119.42
1,6018,Montbello,Denver,2000,2,131496.9
2,6018,Montbello,Denver,2000,3,137494.02
3,6018,Montbello,Denver,2000,4,142838.48
4,6018,Montbello,Denver,2001,1,148532.88
5,6018,Montbello,Denver,2001,2,154218.89
6,6018,Montbello,Denver,2001,3,158589.1
7,6018,Montbello,Denver,2001,4,162617.65
8,6018,Montbello,Denver,2002,1,165304.68
9,6018,Montbello,Denver,2002,2,166834.05
10,6018,Montbello,Denver,2002,3,168013.95
11,6018,Montbello,Denver,2002,4,169338.94
12,6018,Montbello,Denver,2003,1,169657.38
13,6018,Montbello,Denver,2003,2,168686.83
14,6018,Montbello,Denver,2003,3,168937.81
15,6018,Montbello,Denver,2003,4,170093.54
16,6018,Montbello,Denver,2004,1,170282.14
17,6018,Montbello,Denver,2004,2,171011.02
18,6018,Montbello,Denver,2004,3,171053.23
19,6018,Montbello,Denver,2004,4,170515.42
20,6018,Montbello,Denver,2005,1,171447.02
21,6018,Montbello,Denver,2005,2,171467.51
22,6018,Montbello,Denver,2005,3,171130.35
23,6018,Montbello,Denver,2005,4,170003.82
24,6018,Montbello,Denver,2006,1,168797.38
25,6018,Montbello,Denver,2006,2,169185.36
26,6018,Montbello,Denver,2006,3,168539.67
27,6018,Montbello,Denver,2006,4,166377.08
28,6018,Montbello,Denver,2007,1,164219.79
29,6018,Montbello,Denver,2007,2,163426.08
30,6018,Montbello,Denver,2007,3,161273.19
31,6018,Montbello,Denver,2007,4,154834.76
32,6018,Montbello,Denver,2008,1,147144.59
33,6018,Montbello,Denver,2008,2,138743.06
34,6018,Montbello,Denver,2008,3,127973.12
35,6018,Montbello,Denver,2008,4,122959.62
36,6018,Montbello,Denver,2009,1,117732.88
37,6018,Montbello,Denver,2009,2,118241.01
38,6018,Montbello,Denver,2009,3,119086.21
39,6018,Montbello,Denver,2009,4,121749.23
40,6018,Montbello,Denver,2010,1,126892.11
41,6018,Montbello,Denver,2010,2,126928.99
42,6018,Montbello,Denver,2010,3,123088.61
43,6018,Montbello,Denver,2010,4,118583.73
44,6018,Montbello,Denver,2011,1,115184.21
45,6018,Montbello,Denver,2011,2,112629.51
46,6018,Montbello,Denver,2011,3,111291.71
47,6018,Montbello,Denver,2011,4,111596.79
48,6018,Montbello,Denver,2012,1,112712.71
49,6018,Montbello,Denver,2012,2,113071.54
50,6018,Montbello,Denver,2012,3,119280.81
51,6018,Montbello,Denver,2012,4,127281.2
52,6018,Montbello,Denver,2013,1,132753.37
53,6018,Montbello,Denver,2013,2,137332.2
54,6018,Montbello,Denver,2013,3,145095.61
55,6018,Montbello,Denver,2013,4,151566.79
56,6018,Montbello,Denver,2014,1,156178.84
57,6018,Montbello,Denver,2014,2,160938.01
58,6018,Montbello,Denver,2014,3,168145.8
59,6018,Montbello,Denver,2014,4,175927.39
60,6018,Montbello,Denver,2015,1,186075.11
61,6018,Montbello,Denver,2015,2,196711.1
62,6018,Montbello,Denver,2015,3,207143.38
63,6018,Montbello,Denver,2015,4,217300.57
64,6018,Montbello,Denver,2016,1,227489.06
65,6018,Montbello,Denver,2016,2,237296.62
66,6018,Montbello,Denver,2016,3,245020.97
67,6018,Montbello,Denver,2016,4,251310.32
68,6018,Montbello,Denver,2017,1,258925.01
69,6018,Montbello,Denver,2017,2,265546.99
70,6018,Montbello,Denver,2017,3,270951.52
71,6018,Montbello,Denver,2017,4,276683.4
72,6018,Montbello,Denver,2018,1,285259.68
73,6018,Montbello,Denver,2018,2,294335.08
74,6018,Montbello,Denver,2018,3,300708.41
75,6018,Montbello,Denver,2018,4,304590.93
76,6018,Montbello,Denver,2019,1,309096.08
77,6018,Montbello,Denver,2019,2,314605.25
78,6018,Montbello,Denver,2019,3,315604.44
79,6018,Montbello,Denver,2019,4,318805.19
80,6018,Montbello,Denver,2020,1,327775.5
81,6018,Montbello,Denver,2020,2,336830.73
82,6018,Montbello,Denver,2020,3,339453.21
83,6018,Montbello,Denver,2020,4,351714.5
84,6018,Montbello,Denver,2021,1,367144.61
85,6018,Montbello,Denver,2021,2,386732.25
86,6018,Montbello,Denver,2021,3,400455.83
87,6018,Montbello,Denver,2021,4,408293.15
88,6018,Montbello,Denver,2022,1,425706.97
89,6018,Montbello,Denver,2022,2,449963.65
90,6018,Montbello,Denver,2022,3,453398.45
91,6018,Montbello,Denver,2022,4,440088.29
92,6018,Montbello,Denver,2023,1,430667.39
93,6018,Montbello,Denver,2023,2,429036.45
94,6018,Montbello,Denver,2023,3,435278.88
95,6018,Montbello,Denver,2023,4,438925.57
96,6018,Montbello,Denver,2024,1,439018.84
97,6018,Montbello,Denver,2024,2,440788.77
98,6018,Montbello,Denver,2024,3,439027.13
99,6018,Montbello,Denver,2024,4,436748.46
100,6018,Montbello,Denver,2025,1,434677.7
101,12803,Montclair,Denver,2000,1,223058.61
102,12803,Montclair,Denver,2000,2,232288.0
103,12803,Montclair,Denver,2000,3,242490.65
104,12803,Montclair,Denver,2000,4,250981.26
105,12803,Montclair,Denver,2001,1,259509.41
106,12803,Montclair,Denver,2001,2,268043.95
107,12803,Montclair,Denver,2001,3,272592.8
108,12803,Montclair,Denver,2001,4,275927.04
109,12803,Montclair,Denver,2002,1,278911.63
110,12803,Montclair,Denver,2002,2,280795.12
111,12803,Montclair,Denver,2002,3,282513.01
112,12803,Montclair,Denver,2002,4,285054.56
113,12803,Montclair,Denver,2003,1,284352.75
114,12803,Montclair,Denver,2003,2,281807.5
115,12803,Montclair,Denver,2003,3,281097.19
116,12803,Montclair,Denver,2003,4,281572.01
117,12803,Montclair,Denver,2004,1,282644.46
118,12803,Montclair,Denver,2004,2,286659.12
119,12803,Montclair,Denver,2004,3,288597.81
120,12803,Montclair,Denver,2004,4,289784.7
121,12803,Montclair,Denver,2005,1,294628.93
122,12803,Montclair,Denver,2005,2,298459.31
123,12803,Montclair,Denver,2005,3,303770.98
124,12803,Montclair,Denver,2005,4,308179.76
125,12803,Montclair,Denver,2006,1,310858.71
126,12803,Montclair,Denver,2006,2,315638.98
127,12803,Montclair,Denver,2006,3,319730.47
128,12803,Montclair,Denver,2006,4,319502.07
129,12803,Montclair,Denver,2007,1,316576.64
130,12803,Montclair,Denver,2007,2,318317.72
131,12803,Montclair,Denver,2007,3,323559.42
132,12803,Montclair,Denver,2007,4,324945.73
133,12803,Montclair,Denver,2008,1,322670.01
134,12803,Montclair,Denver,2008,2,320134.77
135,12803,Montclair,Denver,2008,3,315764.27
136,12803,Montclair,Denver,2008,4,312924.48
137,12803,Montclair,Denver,2009,1,308598.6
138,12803,Montclair,Denver,2009,2,307645.5
139,12803,Montclair,Denver,2009,3,308598.61
140,12803,Montclair,Denver,2009,4,307597.21
141,12803,Montclair,Denver,2010,1,313823.81
142,12803,Montclair,Denver,2010,2,313259.02
143,12803,Montclair,Denver,2010,3,304979.41
144,12803,Montclair,Denver,2010,4,297814.41
145,12803,Montclair,Denver,2011,1,293808.54
146,12803,Montclair,Denver,2011,2,292277.51
147,12803,Montclair,Denver,2011,3,288936.75
148,12803,Montclair,Denver,2011,4,290560.58
149,12803,Montclair,Denver,2012,1,291540.01
150,12803,Montclair,Denver,2012,2,288529.41
151,12803,Montclair,Denver,2012,3,294243.63
152,12803,Montclair,Denver,2012,4,305615.42
153,12803,Montclair,Denver,2013,1,317013.4
154,12803,Montclair,Denver,2013,2,323612.42
155,12803,Montclair,Denver,2013,3,330707.08
156,12803,Montclair,Denver,2013,4,340769.21
157,12803,Montclair,Denver,2014,1,348548.08
158,12803,Montclair,Denver,2014,2,352384.49
159,12803,Montclair,Denver,2014,3,357684.63
160,12803,Montclair,Denver,2014,4,367775.95
161,12803,Montclair,Denver,2015,1,382920.23
162,12803,Montclair,Denver,2015,2,396331.29
163,12803,Montclair,Denver,2015,3,407695.8
164,12803,Montclair,Denver,2015,4,418081.48
165,12803,Montclair,Denver,2016,1,425435.41
166,12803,Montclair,Denver,2016,2,435305.25
167,12803,Montclair,Denver,2016,3,442791.72
168,12803,Montclair,Denver,2016,4,448330.75
169,12803,Montclair,Denver,2017,1,455265.7
170,12803,Montclair,Denver,2017,2,465335.08
171,12803,Montclair,Denver,2017,3,471253.06
172,12803,Montclair,Denver,2017,4,477930.3
173,12803,Montclair,Denver,2018,1,488845.45
174,12803,Montclair,Denver,2018,2,501723.44
175,12803,Montclair,Denver,2018,3,510963.14
176,12803,Montclair,Denver,2018,4,515638.04
177,12803,Montclair,Denver,2019,1,521961.95
178,12803,Montclair,Denver,2019,2,527874.55
179,12803,Montclair,Denver,2019,3,528427.77
180,12803,Montclair,Denver,2019,4,530465.86
181,12803,Montclair,Denver,2020,1,541355.43
182,12803,Montclair,Denver,2020,2,556672.28
183,12803,Montclair,Denver,2020,3,556971.01
184,12803,Montclair,Denver,2020,4,571657.09
185,12803,Montclair,Denver,2021,1,591756.88
186,12803,Montclair,Denver,2021,2,628914.63
187,12803,Montclair,Denver,2021,3,657286.24
188,12803,Montclair,Denver,2021,4,665845.0
189,12803,Montclair,Denver,2022,1,692140.43
190,12803,Montclair,Denver,2022,2,732413.74
191,12803,Montclair,Denver,2022,3,729812.58
192,12803,Montclair,Denver,2022,4,706013.7
193,12803,Montclair,Denver,2023,1,692167.37
194,12803,Montclair,Denver,2023,2,689570.24
195,12803,Montclair,Denver,2023,3,696062.94
196,12803,Montclair,Denver,2023,4,700745.52
197,12803,Montclair,Denver,2024,1,695720.15
198,12803,Montclair,Denver,2024,2,690725.37
199,12803,Montclair,Denver,2024,3,685645.43
200,12803,Montclair,Denver,2024,4,683708.81
201,12803,Montclair,Denver,2025,1,681469.87
202,40932,Skyland,Denver,2000,1,136440.08
203,40932,Skyland,Denver,2000,2,142158.77
204,40932,Skyland,Denver,2000,3,149823.86
205,40932,Skyland,Denver,2000,4,155012.1
206,40932,Skyland,Denver,2001,1,160508.0
207,40932,Skyland,Denver,2001,2,168480.86
208,40932,Skyland,Denver,2001,3,175163.11
209,40932,Skyland,Denver,2001,4,180497.24
210,40932,Skyland,Denver,2002,1,184694.93
211,40932,Skyland,Denver,2002,2,188156.66
212,40932,Skyland,Denver,2002,3,189573.7
213,40932,Skyland,Denver,2002,4,192063.24
214,40932,Skyland,Denver,2003,1,193093.01
215,40932,Skyland,Denver,2003,2,192116.7
216,40932,Skyland,Denver,2003,3,191999.73
217,40932,Skyland,Denver,2003,4,191624.71
218,40932,Skyland,Denver,2004,1,190829.58
219,40932,Skyland,Denver,2004,2,193580.46
220,40932,Skyland,Denver,2004,3,194701.15
221,40932,Skyland,Denver,2004,4,197104.45
222,40932,Skyland,Denver,2005,1,200143.98
223,40932,Skyland,Denver,2005,2,201529.82
224,40932,Skyland,Denver,2005,3,204731.53
225,40932,Skyland,Denver,2005,4,204539.01
226,40932,Skyland,Denver,2006,1,205013.38
227,40932,Skyland,Denver,2006,2,209075.08
228,40932,Skyland,Denver,2006,3,210589.07
229,40932,Skyland,Denver,2006,4,211434.04
230,40932,Skyland,Denver,2007,1,210076.71
231,40932,Skyland,Denver,2007,2,209297.22
232,40932,Skyland,Denver,2007,3,210830.32
233,40932,Skyland,Denver,2007,4,209307.28
234,40932,Skyland,Denver,2008,1,203113.93
235,40932,Skyland,Denver,2008,2,200657.67
236,40932,Skyland,Denver,2008,3,194098.4
237,40932,Skyland,Denver,2008,4,190390.94
238,40932,Skyland,Denver,2009,1,188518.1
239,40932,Skyland,Denver,2009,2,191603.63
240,40932,Skyland,Denver,2009,3,197115.85
241,40932,Skyland,Denver,2009,4,198051.32
242,40932,Skyland,Denver,2010,1,202440.67
243,40932,Skyland,Denver,2010,2,201920.19
244,40932,Skyland,Denver,2010,3,199007.43
245,40932,Skyland,Denver,2010,4,195921.36
246,40932,Skyland,Denver,2011,1,195350.79
247,40932,Skyland,Denver,2011,2,193188.05
248,40932,Skyland,Denver,2011,3,189899.93
249,40932,Skyland,Denver,2011,4,192331.36
250,40932,Skyland,Denver,2012,1,192571.87
251,40932,Skyland,Denver,2012,2,197499.56
252,40932,Skyland,Denver,2012,3,207486.29
253,40932,Skyland,Denver,2012,4,218463.38
254,40932,Skyland,Denver,2013,1,227493.9
255,40932,Skyland,Denver,2013,2,234976.17
256,40932,Skyland,Denver,2013,3,248166.66
257,40932,Skyland,Denver,2013,4,258336.94
258,40932,Skyland,Denver,2014,1,264404.32
259,40932,Skyland,Denver,2014,2,272764.11
260,40932,Skyland,Denver,2014,3,282899.62
261,40932,Skyland,Denver,2014,4,294181.54
262,40932,Skyland,Denver,2015,1,308629.4
263,40932,Skyland,Denver,2015,2,323489.33
264,40932,Skyland,Denver,2015,3,338085.97
265,40932,Skyland,Denver,2015,4,350069.35
266,40932,Skyland,Denver,2016,1,357889.62
267,40932,Skyland,Denver,2016,2,364672.93
268,40932,Skyland,Denver,2016,3,371692.77
269,40932,Skyland,Denver,2016,4,382169.0
270,40932,Skyland,Denver,2017,1,392601.99
271,40932,Skyland,Denver,2017,2,401995.59
272,40932,Skyland,Denver,2017,3,405424.78
273,40932,Skyland,Denver,2017,4,413324.07
274,40932,Skyland,Denver,2018,1,426587.43
275,40932,Skyland,Denver,2018,2,440767.93
276,40932,Skyland,Denver,2018,3,447910.29
277,40932,Skyland,Denver,2018,4,452297.88
278,40932,Skyland,Denver,2019,1,459044.23
279,40932,Skyland,Denver,2019,2,465305.0
280,40932,Skyland,Denver,2019,3,465590.67
281,40932,Skyland,Denver,2019,4,469335.72
282,40932,Skyland,Denver,2020,1,482193.38
283,40932,Skyland,Denver,2020,2,494649.32
284,40932,Skyland,Denver,2020,3,490209.2
285,40932,Skyland,Denver,2020,4,504086.68
286,40932,Skyland,Denver,2021,1,522689.83
287,40932,Skyland,Denver,2021,2,554858.29
288,40932,Skyland,Denver,2021,3,575439.78
289,40932,Skyland,Denver,2021,4,582001.77
290,40932,Skyland,Denver,2022,1,607307.43
291,40932,Skyland,Denver,2022,2,640893.19
292,40932,Skyland,Denver,2022,3,636557.34
293,40932,Skyland,Denver,2022,4,615471.09
294,40932,Skyland,Denver,2023,1,603033.1
295,40932,Skyland,Denver,2023,2,598275.37
296,40932,Skyland,Denver,2023,3,602576.57
297,40932,Skyland,Denver,2023,4,607952.07
298,40932,Skyland,Denver,2024,1,606440.14
299,40932,Skyland,Denver,2024,2,603982.04
300,40932,Skyland,Denver,2024,3,596029.66
301,40932,Skyland,Denver,2024,4,593538.34
302,40932,Skyland,Denver,2025,1,591824.37
303,42385,Indian Creek,Denver,2000,1,155990.78
304,42385,Indian Creek,Denver,2000,2,160860.51
305,42385,Indian Creek,Denver,2000,3,166708.08
306,42385,Indian Creek,Denver,2000,4,171645.84
307,42385,Indian Creek,Denver,2001,1,176930.55
308,42385,Indian Creek,Denver,2001,2,182853.73
309,42385,Indian Creek,Denver,2001,3,188004.38
310,42385,Indian Creek,Denver,2001,4,193147.46
311,42385,Indian Creek,Denver,2002,1,196079.17
312,42385,Indian Creek,Denver,2002,2,197479.08
313,42385,Indian Creek,Denver,2002,3,197775.57
314,42385,Indian Creek,Denver,2002,4,198730.89
315,42385,Indian Creek,Denver,2003,1,198345.93
316,42385,Indian Creek,Denver,2003,2,196418.26
317,42385,Indian Creek,Denver,2003,3,196036.56
318,42385,Indian Creek,Denver,2003,4,196990.79
319,42385,Indian Creek,Denver,2004,1,197247.47
320,42385,Indian Creek,Denver,2004,2,198696.43
321,42385,Indian Creek,Denver,2004,3,198431.86
322,42385,Indian Creek,Denver,2004,4,198921.66
323,42385,Indian Creek,Denver,2005,1,201238.64
324,42385,Indian Creek,Denver,2005,2,202106.77
325,42385,Indian Creek,Denver,2005,3,202873.35
326,42385,Indian Creek,Denver,2005,4,203027.24
327,42385,Indian Creek,Denver,2006,1,202378.99
328,42385,Indian Creek,Denver,2006,2,203767.54
329,42385,Indian Creek,Denver,2006,3,204071.05
330,42385,Indian Creek,Denver,2006,4,201789.05
331,42385,Indian Creek,Denver,2007,1,198629.28
332,42385,Indian Creek,Denver,2007,2,197491.1
333,42385,Indian Creek,Denver,2007,3,198574.06
334,42385,Indian Creek,Denver,2007,4,196838.9
335,42385,Indian Creek,Denver,2008,1,193293.89
336,42385,Indian Creek,Denver,2008,2,190422.55
337,42385,Indian Creek,Denver,2008,3,
338,42385,Indian Creek,Denver,2008,4,163602.73
339,42385,Indian Creek,Denver,2009,1,159123.05
340,42385,Indian Creek,Denver,2009,2,159561.38
341,42385,Indian Creek,Denver,2009,3,162201.1
342,42385,Indian Creek,Denver,2009,4,155910.94
343,42385,Indian Creek,Denver,2010,1,159082.93
344,42385,Indian Creek,Denver,2010,2,158177.51
345,42385,Indian Creek,Denver,2010,3,148554.03
346,42385,Indian Creek,Denver,2010,4,146131.88
347,42385,Indian Creek,Denver,2011,1,148402.44
348,42385,Indian Creek,Denver,2011,2,155686.83
349,42385,Indian Creek,Denver,2011,3,160478.14
350,42385,Indian Creek,Denver,2011,4,164135.43
351,42385,Indian Creek,Denver,2012,1,165381.36
352,42385,Indian Creek,Denver,2012,2,161411.71
353,42385,Indian Creek,Denver,2012,3,161453.19
354,42385,Indian Creek,Denver,2012,4,165987.3
355,42385,Indian Creek,Denver,2013,1,168719.93
356,42385,Indian Creek,Denver,2013,2,170683.64
357,42385,Indian Creek,Denver,2013,3,176523.35
358,42385,Indian Creek,Denver,2013,4,183645.54
359,42385,Indian Creek,Denver,2014,1,186905.41
360,42385,Indian Creek,Denver,2014,2,187949.96
361,42385,Indian Creek,Denver,2014,3,192943.54
362,42385,Indian Creek,Denver,2014,4,200351.7
363,42385,Indian Creek,Denver,2015,1,207875.34
364,42385,Indian Creek,Denver,2015,2,215145.68
365,42385,Indian Creek,Denver,2015,3,222014.95
366,42385,Indian Creek,Denver,2015,4,228820.88
367,42385,Indian Creek,Denver,2016,1,235323.92
368,42385,Indian Creek,Denver,2016,2,244530.64
369,42385,Indian Creek,Denver,2016,3,253545.12
370,42385,Indian Creek,Denver,2016,4,260785.88
371,42385,Indian Creek,Denver,2017,1,266151.29
372,42385,Indian Creek,Denver,2017,2,272976.96
373,42385,Indian Creek,Denver,2017,3,278390.4
374,42385,Indian Creek,Denver,2017,4,285719.88
375,42385,Indian Creek,Denver,2018,1,291249.75
376,42385,Indian Creek,Denver,2018,2,295194.09
377,42385,Indian Creek,Denver,2018,3,301047.27
378,42385,Indian Creek,Denver,2018,4,304771.38
379,42385,Indian Creek,Denver,2019,1,306610.21
380,42385,Indian Creek,Denver,2019,2,307626.07
381,42385,Indian Creek,Denver,2019,3,307425.79
382,42385,Indian Creek,Denver,2019,4,307599.33
383,42385,Indian Creek,Denver,2020,1,312073.36
384,42385,Indian Creek,Denver,2020,2,317370.25
385,42385,Indian Creek,Denver,2020,3,315811.08
386,42385,Indian Creek,Denver,2020,4,320245.09
387,42385,Indian Creek,Denver,2021,1,328953.16
388,42385,Indian Creek,Denver,2021,2,345610.64
389,42385,Indian Creek,Denver,2021,3,362047.21
390,42385,Indian Creek,Denver,2021,4,371607.99
391,42385,Indian Creek,Denver,2022,1,387979.11
392,42385,Indian Creek,Denver,2022,2,413933.82
393,42385,Indian Creek,Denver,2022,3,423113.78
394,42385,Indian Creek,Denver,2022,4,414439.16
395,42385,Indian Creek,Denver,2023,1,406242.01
396,42385,Indian Creek,Denver,2023,2,404327.04
397,42385,Indian Creek,Denver,2023,3,405157.84
398,42385,Indian Creek,Denver,2023,4,400570.76
399,42385,Indian Creek,Denver,2024,1,396426.53
400,42385,Indian Creek,Denver,2024,2,392183.24
401,42385,Indian Creek,Denver,2024,3,383602.71
402,42385,Indian Creek,Denver,2024,4,379607.53
403,42385,Indian Creek,Denver,2025,1,377420.0
404,45614,Hale,Denver,2000,1,185752.21
405,45614,Hale,Denver,2000,2,193787.64
406,45614,Hale,Denver,2000,3,202839.47
407,45614,Hale,Denver,2000,4,211440.5
408,45614,Hale,Denver,2001,1,220091.81
409,45614,Hale,Denver,2001,2,228535.63
410,45614,Hale,Denver,2001,3,233246.2
411,45614,Hale,Denver,2001,4,236519.01
412,45614,Hale,Denver,2002,1,239542.69
413,45614,Hale,Denver,2002,2,241062.98
414,45614,Hale,Denver,2002,3,241429.92
415,45614,Hale,Denver,2002,4,242471.53
416,45614,Hale,Denver,2003,1,242538.66
417,45614,Hale,Denver,2003,2,241527.35
418,45614,Hale,Denver,2003,3,242848.58
419,45614,Hale,Denver,2003,4,245089.37
420,45614,Hale,Denver,2004,1,246279.27
421,45614,Hale,Denver,2004,2,249775.94
422,45614,Hale,Denver,2004,3,251417.96
423,45614,Hale,Denver,2004,4,253013.74
424,45614,Hale,Denver,2005,1,257321.66
425,45614,Hale,Denver,2005,2,260230.28
426,45614,Hale,Denver,2005,3,264083.62
427,45614,Hale,Denver,2005,4,266914.74
428,45614,Hale,Denver,2006,1,267877.01
429,45614,Hale,Denver,2006,2,270819.57
430,45614,Hale,Denver,2006,3,275046.86
431,45614,Hale,Denver,2006,4,274940.7
432,45614,Hale,Denver,2007,1,272874.55
433,45614,Hale,Denver,2007,2,274906.56
434,45614,Hale,Denver,2007,3,277912.39
435,45614,Hale,Denver,2007,4,278760.05
436,45614,Hale,Denver,2008,1,277278.03
437,45614,Hale,Denver,2008,2,274309.84
438,45614,Hale,Denver,2008,3,269430.65
439,45614,Hale,Denver,2008,4,266012.45
440,45614,Hale,Denver,2009,1,261820.02
441,45614,Hale,Denver,2009,2,263516.74
442,45614,Hale,Denver,2009,3,266648.89
443,45614,Hale,Denver,2009,4,266505.75
444,45614,Hale,Denver,2010,1,270526.74
445,45614,Hale,Denver,2010,2,270156.86
446,45614,Hale,Denver,2010,3,261684.3
447,45614,Hale,Denver,2010,4,255329.2
448,45614,Hale,Denver,2011,1,253169.61
449,45614,Hale,Denver,2011,2,251363.88
450,45614,Hale,Denver,2011,3,249846.25
451,45614,Hale,Denver,2011,4,252088.7
452,45614,Hale,Denver,2012,1,253464.17
453,45614,Hale,Denver,2012,2,254607.49
454,45614,Hale,Denver,2012,3,261461.17
455,45614,Hale,Denver,2012,4,272386.99
456,45614,Hale,Denver,2013,1,284400.16
457,45614,Hale,Denver,2013,2,290632.42
458,45614,Hale,Denver,2013,3,297450.33
459,45614,Hale,Denver,2013,4,307314.23
460,45614,Hale,Denver,2014,1,316004.57
461,45614,Hale,Denver,2014,2,321257.53
462,45614,Hale,Denver,2014,3,327194.52
463,45614,Hale,Denver,2014,4,336415.58
464,45614,Hale,Denver,2015,1,352414.37
465,45614,Hale,Denver,2015,2,367254.51
466,45614,Hale,Denver,2015,3,381613.03
467,45614,Hale,Denver,2015,4,393871.45
468,45614,Hale,Denver,2016,1,402017.09
469,45614,Hale,Denver,2016,2,410994.29
470,45614,Hale,Denver,2016,3,419178.92
471,45614,Hale,Denver,2016,4,426071.81
472,45614,Hale,Denver,2017,1,435605.14
473,45614,Hale,Denver,2017,2,446617.95
474,45614,Hale,Denver,2017,3,451258.87
475,45614,Hale,Denver,2017,4,456769.31
476,45614,Hale,Denver,2018,1,465098.44
477,45614,Hale,Denver,2018,2,474757.7
478,45614,Hale,Denver,2018,3,481553.9
479,45614,Hale,Denver,2018,4,485979.3
480,45614,Hale,Denver,2019,1,491857.14
481,45614,Hale,Denver,2019,2,498287.08
482,45614,Hale,Denver,2019,3,499264.38
483,45614,Hale,Denver,2019,4,501989.18
484,45614,Hale,Denver,2020,1,511903.46
485,45614,Hale,Denver,2020,2,527441.33
486,45614,Hale,Denver,2020,3,526602.71
487,45614,Hale,Denver,2020,4,541288.66
488,45614,Hale,Denver,2021,1,557700.42
489,45614,Hale,Denver,2021,2,588324.33
490,45614,Hale,Denver,2021,3,613627.93
491,45614,Hale,Denver,2021,4,622113.11
492,45614,Hale,Denver,2022,1,646579.69
493,45614,Hale,Denver,2022,2,685280.4
494,45614,Hale,Denver,2022,3,682849.0
495,45614,Hale,Denver,2022,4,663367.41
496,45614,Hale,Denver,2023,1,648622.47
497,45614,Hale,Denver,2023,2,642371.73
498,45614,Hale,Denver,2023,3,645257.17
499,45614,Hale,Denver,2023,4,647930.94
500,45614,Hale,Denver,2024,1,644494.07
501,45614,Hale,Denver,2024,2,642918.8
502,45614,Hale,Denver,2024,3,639187.32
503,45614,Hale,Denver,2024,4,636605.78
504,45614,Hale,Denver,2025,1,630254.04
505,52070,Fort Logan,Denver,2000,1,182962.71
506,52070,Fort Logan,Denver,2000,2,188311.6
507,52070,Fort Logan,Denver,2000,3,195400.47
508,52070,Fort Logan,Denver,2000,4,201416.55
509,52070,Fort Logan,Denver,2001,1,208106.94
510,52070,Fort Logan,Denver,2001,2,214825.65
511,52070,Fort Logan,Denver,2001,3,220213.69
512,52070,Fort Logan,Denver,2001,4,225987.33
513,52070,Fort Logan,Denver,2002,1,229377.99
514,52070,Fort Logan,Denver,2002,2,231500.63
515,52070,Fort Logan,Denver,2002,3,232166.34
516,52070,Fort Logan,Denver,2002,4,232453.21
517,52070,Fort Logan,Denver,2003,1,231985.77
518,52070,Fort Logan,Denver,2003,2,230435.13
519,52070,Fort Logan,Denver,2003,3,230900.26
520,52070,Fort Logan,Denver,2003,4,233332.8
521,52070,Fort Logan,Denver,2004,1,234949.08
522,52070,Fort Logan,Denver,2004,2,236800.39
523,52070,Fort Logan,Denver,2004,3,237004.85
524,52070,Fort Logan,Denver,2004,4,236469.34
525,52070,Fort Logan,Denver,2005,1,238502.61
526,52070,Fort Logan,Denver,2005,2,239015.22
527,52070,Fort Logan,Denver,2005,3,240448.31
528,52070,Fort Logan,Denver,2005,4,241621.42
529,52070,Fort Logan,Denver,2006,1,240789.12
530,52070,Fort Logan,Denver,2006,2,241328.79
531,52070,Fort Logan,Denver,2006,3,241330.96
532,52070,Fort Logan,Denver,2006,4,239135.35
533,52070,Fort Logan,Denver,2007,1,236710.98
534,52070,Fort Logan,Denver,2007,2,237666.51
535,52070,Fort Logan,Denver,2007,3,239013.68
536,52070,Fort Logan,Denver,2007,4,236805.83
537,52070,Fort Logan,Denver,2008,1,232791.1
538,52070,Fort Logan,Denver,2008,2,228911.95
539,52070,Fort Logan,Denver,2008,3,226660.48
540,52070,Fort Logan,Denver,2008,4,225266.72
541,52070,Fort Logan,Denver,2009,1,220919.09
542,52070,Fort Logan,Denver,2009,2,220696.96
543,52070,Fort Logan,Denver,2009,3,220525.85
544,52070,Fort Logan,Denver,2009,4,219128.59
545,52070,Fort Logan,Denver,2010,1,223403.11
546,52070,Fort Logan,Denver,2010,2,223242.97
547,52070,Fort Logan,Denver,2010,3,217629.7
548,52070,Fort Logan,Denver,2010,4,215036.98
549,52070,Fort Logan,Denver,2011,1,214603.35
550,52070,Fort Logan,Denver,2011,2,212070.24
551,52070,Fort Logan,Denver,2011,3,208064.47
552,52070,Fort Logan,Denver,2011,4,207162.54
553,52070,Fort Logan,Denver,2012,1,208193.84
554,52070,Fort Logan,Denver,2012,2,209440.67
555,52070,Fort Logan,Denver,2012,3,216392.19
556,52070,Fort Logan,Denver,2012,4,225130.42
557,52070,Fort Logan,Denver,2013,1,231831.4
558,52070,Fort Logan,Denver,2013,2,235994.77
559,52070,Fort Logan,Denver,2013,3,241881.38
560,52070,Fort Logan,Denver,2013,4,248269.51
561,52070,Fort Logan,Denver,2014,1,253396.13
562,52070,Fort Logan,Denver,2014,2,258430.38
563,52070,Fort Logan,Denver,2014,3,264884.78
564,52070,Fort Logan,Denver,2014,4,272568.41
565,52070,Fort Logan,Denver,2015,1,283305.43
566,52070,Fort Logan,Denver,2015,2,295304.63
567,52070,Fort Logan,Denver,2015,3,307371.07
568,52070,Fort Logan,Denver,2015,4,316814.7
569,52070,Fort Logan,Denver,2016,1,324074.13
570,52070,Fort Logan,Denver,2016,2,332758.69
571,52070,Fort Logan,Denver,2016,3,340460.91
