,RegionID,Neighborhood,City,Year,Value
105,45614,Hale,Denver,2001,229598.0
106,45614,Hale,Denver,2002,241127.0
107,45614,Hale,Denver,2003,243001.0
108,45614,Hale,Denver,2004,250122.0
109,45614,Hale,Denver,2005,262138.0
110,45614,Hale,Denver,2006,272171.0
111,45614,Hale,Denver,2007,276113.0
112,45614,Hale,Denver,2008,271758.0
113,45614,Hale,Denver,2009,264623.0
114,45614,Hale,Denver,2010,264424.0
115,45614,Hale,Denver,2011,251617.0
116,45614,Hale,Denver,2012,260480.0
117,45614,Hale,Denver,2013,294949.0
118,45614,Hale,Denver,2014,325218.0
119,45614,Hale,Denver,2015,373788.0
120,45614,Hale,Denver,2016,414566.0
121,45614,Hale,Denver,2017,447563.0
122,45614,Hale,Denver,2018,476847.0
123,45614,Hale,Denver,2019,497849.0
124,45614,Hale,Denver,2020,526809.0
125,45614,Hale,Denver,2021,595441.0
126,45614,Hale,Denver,2022,669519.0
127,45614,Hale,Denver,2023,646046.0
128,45614,Hale,Denver,2024,640801.0
129,45614,Hale,Denver,2025,630254.0
130,52070,Fort Logan,Denver,2000,192023.0
131,52070,Fort Logan,Denver,2001,217283.0
132,52070,Fort Logan,Denver,2002,231375.0
133,52070,Fort Logan,Denver,2003,231663.0
134,52070,Fort Logan,Denver,2004,236306.0
135,52070,Fort Logan,Denver,2005,239897.0
136,52070,Fort Logan,Denver,2006,240646.0
137,52070,Fort Logan,Denver,2007,237549.0
138,52070,Fort Logan,Denver,2008,228408.0
139,52070,Fort Logan,Denver,2009,220318.0
140,52070,Fort Logan,Denver,2010,219828.0
141,52070,Fort Logan,Denver,2011,210475.0
142,52070,Fort Logan,Denver,2012,214789.0
143,52070,Fort Logan,Denver,2013,239494.0
144,52070,Fort Logan,Denver,2014,262320.0
145,52070,Fort Logan,Denver,2015,300699.0
146,52070,Fort Logan,Denver,2016,335967.0
147,52070,Fort Logan,Denver,2017,366015.0
148,52070,Fort Logan,Denver,2018,392921.0
149,52070,Fort Logan,Denver,2019,411705.0
150,52070,Fort Logan,Denver,2020,440760.0
151,52070,Fort Logan,Denver,2021,505964.0
152,52070,Fort Logan,Denver,2022,575114.0
153,52070,Fort Logan,Denver,2023,567639.0
154,52070,Fort Logan,Denver,2024,570516.0
155,52070,Fort Logan,Denver,2025,573099.0
156,119221,Berkley,Denver,2000,
157,119221,Berkley,Denver,2001,
158,119221,Berkley,Denver,2002,
159,119221,Berkley,Denver,2003,
160,119221,Berkley,Denver,2004,
161,119221,Berkley,Denver,2005,
162,119221,Berkley,Denver,2006,
163,119221,Berkley,Denver,2007,
164,119221,Berkley,Denver,2008,
165,119221,Berkley,Denver,2009,
166,119221,Berkley,Denver,2010,
167,119221,Berkley,Denver,2011,
168,119221,Berkley,Denver,2012,
169,119221,Berkley,Denver,2013,
170,119221,Berkley,Denver,2014,
171,119221,Berkley,Denver,2015,
172,119221,Berkley,Denver,2016,258204.0
173,119221,Berkley,Denver,2017,292020.0
174,119221,Berkley,Denver,2018,327127.0
175,119221,Berkley,Denver,2019,350062.0
176,119221,Berkley,Denver,2020,376433.0
177,119221,Berkley,Denver,2021,431390.0
178,119221,Berkley,Denver,2022,494597.0
179,119221,Berkley,Denver,2023,485469.0
180,119221,Berkley,Denver,2024,489168.0
181,119221,Berkley,Denver,2025,483544.0
182,119762,Hilltop,Denver,2000,460254.0
183,119762,Hilltop,Denver,2001,526663.0
184,119762,Hilltop,Denver,2002,566133.0
185,119762,Hilltop,Denver,2003,568613.0
186,119762,Hilltop,Denver,2004,581979.0
187,119762,Hilltop,Denver,2005,609567.0
188,119762,Hilltop,Denver,2006,646676.0
189,119762,Hilltop,Denver,2007,659103.0
190,119762,Hilltop,Denver,2008,643777.0
191,119762,Hilltop,Denver,2009,612000.0
192,119762,Hilltop,Denver,2010,582594.0
193,119762,Hilltop,Denver,2011,552672.0
194,119762,Hilltop,Denver,2012,578671.0
195,119762,Hilltop,Denver,2013,648330.0
196,119762,Hilltop,Denver,2014,706194.0
197,119762,Hilltop,Denver,2015,783353.0
198,119762,Hilltop,Denver,2016,835756.0
199,119762,Hilltop,Denver,2017,882287.0
200,119762,Hilltop,Denver,2018,945396.0
201,119762,Hilltop,Denver,2019,1001001.0
202,119762,Hilltop,Denver,2020,1057597.0
203,119762,Hilltop,Denver,2021,1215819.0
204,119762,Hilltop,Denver,2022,1453086.0
205,119762,Hilltop,Denver,2023,1498504.0
206,119762,Hilltop,Denver,2024,1511206.0
207,119762,Hilltop,Denver,2025,1507194.0
208,268612,Athmar Park,Denver,2000,137236.0
209,268612,Athmar Park,Denver,2001,156998.0
210,268612,Athmar Park,Denver,2002,169529.0
211,268612,Athmar Park,Denver,2003,172386.0
212,268612,Athmar Park,Denver,2004,174402.0
213,268612,Athmar Park,Denver,2005,175951.0
214,268612,Athmar Park,Denver,2006,175688.0
215,268612,Athmar Park,Denver,2007,166059.0
216,268612,Athmar Park,Denver,2008,141743.0
217,268612,Athmar Park,Denver,2009,128796.0
218,268612,Athmar Park,Denver,2010,131171.0
219,268612,Athmar Park,Denver,2011,120362.0
220,268612,Athmar Park,Denver,2012,126092.0
221,268612,Athmar Park,Denver,2013,150476.0
222,268612,Athmar Park,Denver,2014,176080.0
223,268612,Athmar Park,Denver,2015,216723.0
224,268612,Athmar Park,Denver,2016,258099.0
225,268612,Athmar Park,Denver,2017,289032.0
226,268612,Athmar Park,Denver,2018,322209.0
227,268612,Athmar Park,Denver,2019,343361.0
228,268612,Athmar Park,Denver,2020,365343.0
229,268612,Athmar Park,Denver,2021,418572.0
230,268612,Athmar Park,Denver,2022,467774.0
231,268612,Athmar Park,Denver,2023,457093.0
232,268612,Athmar Park,Denver,2024,458700.0
233,268612,Athmar Park,Denver,2025,455667.0
234,268613,Baker,Denver,2000,171430.0
235,268613,Baker,Denver,2001,200280.0
236,268613,Baker,Denver,2002,212794.0
237,268613,Baker,Denver,2003,216650.0
238,268613,Baker,Denver,2004,224275.0
239,268613,Baker,Denver,2005,234807.0
240,268613,Baker,Denver,2006,242740.0
241,268613,Baker,Denver,2007,248862.0
242,268613,Baker,Denver,2008,242131.0
243,268613,Baker,Denver,2009,241553.0
244,268613,Baker,Denver,2010,249172.0
245,268613,Baker,Denver,2011,243218.0
246,268613,Baker,Denver,2012,250538.0
247,268613,Baker,Denver,2013,280789.0
248,268613,Baker,Denver,2014,312260.0
249,268613,Baker,Denver,2015,366594.0
250,268613,Baker,Denver,2016,405162.0
251,268613,Baker,Denver,2017,438090.0
252,268613,Baker,Denver,2018,471168.0
253,268613,Baker,Denver,2019,493406.0
254,268613,Baker,Denver,2020,520914.0
255,268613,Baker,Denver,2021,575183.0
256,268613,Baker,Denver,2022,642211.0
257,268613,Baker,Denver,2023,612837.0
258,268613,Baker,Denver,2024,596943.0
259,268613,Baker,Denver,2025,589649.0
260,268614,Barnum,Denver,2000,119179.0
261,268614,Barnum,Denver,2001,138210.0
262,268614,Barnum,Denver,2002,149520.0
263,268614,Barnum,Denver,2003,151178.0
264,268614,Barnum,Denver,2004,151212.0
265,268614,Barnum,Denver,2005,152196.0
266,268614,Barnum,Denver,2006,149188.0
267,268614,Barnum,Denver,2007,138469.0
268,268614,Barnum,Denver,2008,109925.0
269,268614,Barnum,Denver,2009,101347.0
270,268614,Barnum,Denver,2010,105191.0
271,268614,Barnum,Denver,2011,100515.0
272,268614,Barnum,Denver,2012,108760.0
273,268614,Barnum,Denver,2013,130762.0
274,268614,Barnum,Denver,2014,150668.0
275,268614,Barnum,Denver,2015,185422.0
276,268614,Barnum,Denver,2016,224960.0
277,268614,Barnum,Denver,2017,260538.0
278,268614,Barnum,Denver,2018,291005.0
279,268614,Barnum,Denver,2019,310371.0
280,268614,Barnum,Denver,2020,332102.0
281,268614,Barnum,Denver,2021,377281.0
282,268614,Barnum,Denver,2022,424532.0
283,268614,Barnum,Denver,2023,415034.0
284,268614,Barnum,Denver,2024,416592.0
285,268614,Barnum,Denver,2025,417307.0
286,268615,Barnum West,Denver,2000,113338.0
287,268615,Barnum West,Denver,2001,131153.0
288,268615,Barnum West,Denver,2002,141186.0
289,268615,Barnum West,Denver,2003,142783.0
290,268615,Barnum West,Denver,2004,144280.0
291,268615,Barnum West,Denver,2005,144589.0
292,268615,Barnum West,Denver,2006,140358.0
293,268615,Barnum West,Denver,2007,135164.0
294,268615,Barnum West,Denver,2008,121876.0
295,268615,Barnum West,Denver,2009,112164.0
296,268615,Barnum West,Denver,2010,114433.0
297,268615,Barnum West,Denver,2011,107006.0
298,268615,Barnum West,Denver,2012,117059.0
299,268615,Barnum West,Denver,2013,137767.0
300,268615,Barnum West,Denver,2014,158649.0
301,268615,Barnum West,Denver,2015,193792.0
302,268615,Barnum West,Denver,2016,231483.0
303,268615,Barnum West,Denver,2017,263813.0
304,268615,Barnum West,Denver,2018,293684.0
305,268615,Barnum West,Denver,2019,312325.0
306,268615,Barnum West,Denver,2020,337119.0
307,268615,Barnum West,Denver,2021,385291.0
308,268615,Barnum West,Denver,2022,432958.0
309,268615,Barnum West,Denver,2023,426376.0
310,268615,Barnum West,Denver,2024,428569.0
311,268615,Barnum West,Denver,2025,425434.0
312,268617,Bear Valley,Denver,2000,172560.0
313,268617,Bear Valley,Denver,2001,194789.0
314,268617,Bear Valley,Denver,2002,206748.0
315,268617,Bear Valley,Denver,2003,208023.0
316,268617,Bear Valley,Denver,2004,213242.0
317,268617,Bear Valley,Denver,2005,217434.0
318,268617,Bear Valley,Denver,2006,218309.0
319,268617,Bear Valley,Denver,2007,215935.0
320,268617,Bear Valley,Denver,2008,208321.0
321,268617,Bear Valley,Denver,2009,199554.0
322,268617,Bear Valley,Denver,2010,205119.0
323,268617,Bear Valley,Denver,2011,199217.0
324,268617,Bear Valley,Denver,2012,203905.0
325,268617,Bear Valley,Denver,2013,226732.0
326,268617,Bear Valley,Denver,2014,248259.0
327,268617,Bear Valley,Denver,2015,283910.0
328,268617,Bear Valley,Denver,2016,316746.0
329,268617,Bear Valley,Denver,2017,346679.0
330,268617,Bear Valley,Denver,2018,373653.0
331,268617,Bear Valley,Denver,2019,394147.0
332,268617,Bear Valley,Denver,2020,420408.0
333,268617,Bear Valley,Denver,2021,477473.0
334,268617,Bear Valley,Denver,2022,541502.0
335,268617,Bear Valley,Denver,2023,534382.0
336,268617,Bear Valley,Denver,2024,538189.0
337,268617,Bear Valley,Denver,2025,540717.0
338,268618,Belcaro,Denver,2000,469081.0
339,268618,Belcaro,Denver,2001,530964.0
340,268618,Belcaro,Denver,2002,561943.0
341,268618,Belcaro,Denver,2003,563408.0
342,268618,Belcaro,Denver,2004,577894.0
343,268618,Belcaro,Denver,2005,603246.0
344,268618,Belcaro,Denver,2006,633127.0
345,268618,Belcaro,Denver,2007,649264.0
346,268618,Belcaro,Denver,2008,633620.0
347,268618,Belcaro,Denver,2009,609302.0
348,268618,Belcaro,Denver,2010,588961.0
349,268618,Belcaro,Denver,2011,560324.0
350,268618,Belcaro,Denver,2012,576673.0
351,268618,Belcaro,Denver,2013,642266.0
352,268618,Belcaro,Denver,2014,703094.0
353,268618,Belcaro,Denver,2015,765952.0
354,268618,Belcaro,Denver,2016,814075.0
355,268618,Belcaro,Denver,2017,865382.0
356,268618,Belcaro,Denver,2018,929907.0
357,268618,Belcaro,Denver,2019,995817.0
358,268618,Belcaro,Denver,2020,1058762.0
359,268618,Belcaro,Denver,2021,1177151.0
360,268618,Belcaro,Denver,2022,1393229.0
361,268618,Belcaro,Denver,2023,1396236.0
362,268618,Belcaro,Denver,2024,1409264.0
363,268618,Belcaro,Denver,2025,1424640.0
364,268628,Capitol Hill,Denver,2000,136333.0
365,268628,Capitol Hill,Denver,2001,159880.0
366,268628,Capitol Hill,Denver,2002,170698.0
367,268628,Capitol Hill,Denver,2003,170641.0
368,268628,Capitol Hill,Denver,2004,174425.0
369,268628,Capitol Hill,Denver,2005,179121.0
370,268628,Capitol Hill,Denver,2006,181560.0
371,268628,Capitol Hill,Denver,2007,181075.0
372,268628,Capitol Hill,Denver,2008,174349.0
373,268628,Capitol Hill,Denver,2009,169731.0
374,268628,Capitol Hill,Denver,2010,167156.0
375,268628,Capitol Hill,Denver,2011,156014.0
376,268628,Capitol Hill,Denver,2012,157010.0
377,268628,Capitol Hill,Denver,2013,173335.0
378,268628,Capitol Hill,Denver,2014,193324.0
379,268628,Capitol Hill,Denver,2015,225147.0
380,268628,Capitol Hill,Denver,2016,257498.0
381,268628,Capitol Hill,Denver,2017,283072.0
382,268628,Capitol Hill,Denver,2018,303398.0
383,268628,Capitol Hill,Denver,2019,305050.0
384,268628,Capitol Hill,Denver,2020,306752.0
385,268628,Capitol Hill,Denver,2021,329147.0
386,268628,Capitol Hill,Denver,2022,360745.0
387,268628,Capitol Hill,Denver,2023,354792.0
388,268628,Capitol Hill,Denver,2024,343494.0
389,268628,Capitol Hill,Denver,2025,330939.0
390,268632,Central Business District,Denver,2000,226099.0
391,268632,Central Business District,Denver,2001,253599.0
392,268632,Central Business District,Denver,2002,266866.0
393,268632,Central Business District,Denver,2003,264628.0
394,268632,Central Business District,Denver,2004,267786.0
395,268632,Central Business District,Denver,2005,276867.0
396,268632,Central Business District,Denver,2006,285796.0
397,268632,Central Business District,Denver,2007,291526.0
398,268632,Central Business District,Denver,2008,283208.0
399,268632,Central Business District,Denver,2009,281828.0
400,268632,Central Business District,Denver,2010,254904.0
401,268632,Central Business District,Denver,2011,243117.0
402,268632,Central Business District,Denver,2012,248896.0
403,268632,Central Business District,Denver,2013,276044.0
404,268632,Central Business District,Denver,2014,301674.0
405,268632,Central Business District,Denver,2015,343572.0
406,268632,Central Business District,Denver,2016,373330.0
407,268632,Central Business District,Denver,2017,391889.0
408,268632,Central Business District,Denver,2018,407120.0
409,268632,Central Business District,Denver,2019,408359.0
410,268632,Central Business District,Denver,2020,405058.0
411,268632,Central Business District,Denver,2021,419749.0
412,268632,Central Business District,Denver,2022,447878.0
413,268632,Central Business District,Denver,2023,435161.0
414,268632,Central Business District,Denver,2024,423333.0
415,268632,Central Business District,Denver,2025,407624.0
416,268633,Chaffee Park,Denver,2000,111137.0
417,268633,Chaffee Park,Denver,2001,129620.0
418,268633,Chaffee Park,Denver,2002,138904.0
419,268633,Chaffee Park,Denver,2003,141433.0
420,268633,Chaffee Park,Denver,2004,144742.0
421,268633,Chaffee Park,Denver,2005,146621.0
422,268633,Chaffee Park,Denver,2006,143183.0
423,268633,Chaffee Park,Denver,2007,140550.0
424,268633,Chaffee Park,Denver,2008,130498.0
425,268633,Chaffee Park,Denver,2009,134938.0
426,268633,Chaffee Park,Denver,2010,141125.0
427,268633,Chaffee Park,Denver,2011,134994.0
428,268633,Chaffee Park,Denver,2012,146361.0
429,268633,Chaffee Park,Denver,2013,174693.0
430,268633,Chaffee Park,Denver,2014,200735.0
431,268633,Chaffee Park,Denver,2015,247470.0
432,268633,Chaffee Park,Denver,2016,285931.0
433,268633,Chaffee Park,Denver,2017,318711.0
434,268633,Chaffee Park,Denver,2018,348128.0
435,268633,Chaffee Park,Denver,2019,360258.0
436,268633,Chaffee Park,Denver,2020,376435.0
437,268633,Chaffee Park,Denver,2021,432076.0
438,268633,Chaffee Park,Denver,2022,488689.0
439,268633,Chaffee Park,Denver,2023,477337.0
440,268633,Chaffee Park,Denver,2024,479194.0
441,268633,Chaffee Park,Denver,2025,478184.0
442,268635,Cherry Creek,Denver,2000,461234.0
443,268635,Cherry Creek,Denver,2001,519324.0
444,268635,Cherry Creek,Denver,2002,547051.0
445,268635,Cherry Creek,Denver,2003,550489.0
446,268635,Cherry Creek,Denver,2004,562973.0
447,268635,Cherry Creek,Denver,2005,586185.0
448,268635,Cherry Creek,Denver,2006,619048.0
449,268635,Cherry Creek,Denver,2007,635831.0
450,268635,Cherry Creek,Denver,2008,617759.0
451,268635,Cherry Creek,Denver,2009,580117.0
452,268635,Cherry Creek,Denver,2010,552034.0
453,268635,Cherry Creek,Denver,2011,525644.0
454,268635,Cherry Creek,Denver,2012,538546.0
455,268635,Cherry Creek,Denver,2013,598835.0
456,268635,Cherry Creek,Denver,2014,656508.0
457,268635,Cherry Creek,Denver,2015,731765.0
458,268635,Cherry Creek,Denver,2016,776965.0
459,268635,Cherry Creek,Denver,2017,818346.0
460,268635,Cherry Creek,Denver,2018,870859.0
461,268635,Cherry Creek,Denver,2019,894753.0
462,268635,Cherry Creek,Denver,2020,918288.0
463,268635,Cherry Creek,Denver,2021,1006146.0
464,268635,Cherry Creek,Denver,2022,1160540.0
465,268635,Cherry Creek,Denver,2023,1150082.0
466,268635,Cherry Creek,Denver,2024,1147871.0
467,268635,Cherry Creek,Denver,2025,1146420.0
468,268636,City Park,Denver,2000,244860.0
469,268636,City Park,Denver,2001,281337.0
470,268636,City Park,Denver,2002,301035.0
471,268636,City Park,Denver,2003,301004.0
472,268636,City Park,Denver,2004,317680.0
473,268636,City Park,Denver,2005,331024.0
474,268636,City Park,Denver,2006,351339.0
475,268636,City Park,Denver,2007,354535.0
476,268636,City Park,Denver,2008,352234.0
477,268636,City Park,Denver,2009,347164.0
478,268636,City Park,Denver,2010,345764.0
479,268636,City Park,Denver,2011,329159.0
480,268636,City Park,Denver,2012,335333.0
481,268636,City Park,Denver,2013,374953.0
482,268636,City Park,Denver,2014,410125.0
483,268636,City Park,Denver,2015,460803.0
484,268636,City Park,Denver,2016,501930.0
485,268636,City Park,Denver,2017,541367.0
486,268636,City Park,Denver,2018,583187.0
487,268636,City Park,Denver,2019,602554.0
488,268636,City Park,Denver,2020,627957.0
489,268636,City Park,Denver,2021,699516.0
490,268636,City Park,Denver,2022,780312.0
491,268636,City Park,Denver,2023,754516.0
492,268636,City Park,Denver,2024,745135.0
493,268636,City Park,Denver,2025,734070.0
494,268637,City Park West,Denver,2000,220700.0
495,268637,City Park West,Denver,2001,254248.0
496,268637,City Park West,Denver,2002,268082.0
497,268637,City Park West,Denver,2003,270443.0
498,268637,City Park West,Denver,2004,282615.0
499,268637,City Park West,Denver,2005,298082.0
500,268637,City Park West,Denver,2006,310312.0
501,268637,City Park West,Denver,2007,312779.0
502,268637,City Park West,Denver,2008,303869.0
503,268637,City Park West,Denver,2009,296864.0
504,268637,City Park West,Denver,2010,288897.0
505,268637,City Park West,Denver,2011,276591.0
506,268637,City Park West,Denver,2012,287876.0
507,268637,City Park West,Denver,2013,325497.0
508,268637,City Park West,Denver,2014,362224.0
509,268637,City Park West,Denver,2015,411681.0
510,268637,City Park West,Denver,2016,457095.0
511,268637,City Park West,Denver,2017,487617.0
512,268637,City Park West,Denver,2018,518552.0
513,268637,City Park West,Denver,2019,535975.0
514,268637,City Park West,Denver,2020,549858.0
515,268637,City Park West,Denver,2021,606475.0
516,268637,City Park West,Denver,2022,674988.0
517,268637,City Park West,Denver,2023,650919.0
518,268637,City Park West,Denver,2024,638786.0
519,268637,City Park West,Denver,2025,624289.0
520,268638,Civic Center,Denver,2000,
521,268638,Civic Center,Denver,2001,
522,268638,Civic Center,Denver,2002,363506.0
523,268638,Civic Center,Denver,2003,360412.0
524,268638,Civic Center,Denver,2004,366439.0
525,268638,Civic Center,Denver,2005,373454.0
526,268638,Civic Center,Denver,2006,386773.0
527,268638,Civic Center,Denver,2007,388124.0
528,268638,Civic Center,Denver,2008,376799.0
529,268638,Civic Center,Denver,2009,365320.0
530,268638,Civic Center,Denver,2010,344975.0
531,268638,Civic Center,Denver,2011,329344.0
532,268638,Civic Center,Denver,2012,336681.0
533,268638,Civic Center,Denver,2013,375650.0
534,268638,Civic Center,Denver,2014,407431.0
535,268638,Civic Center,Denver,2015,454151.0
536,268638,Civic Center,Denver,2016,490239.0
537,268638,Civic Center,Denver,2017,511276.0
538,268638,Civic Center,Denver,2018,533467.0
539,268638,Civic Center,Denver,2019,553550.0
540,268638,Civic Center,Denver,2020,565829.0
541,268638,Civic Center,Denver,2021,585023.0
542,268638,Civic Center,Denver,2022,634649.0
543,268638,Civic Center,Denver,2023,607152.0
544,268638,Civic Center,Denver,2024,595870.0
545,268638,Civic Center,Denver,2025,581450.0
546,268643,Congress Park,Denver,2000,262716.0
547,268643,Congress Park,Denver,2001,298901.0
548,268643,Congress Park,Denver,2002,312299.0
549,268643,Congress Park,Denver,2003,314440.0
550,268643,Congress Park,Denver,2004,322203.0
551,268643,Congress Park,Denver,2005,336981.0
552,268643,Congress Park,Denver,2006,356340.0
553,268643,Congress Park,Denver,2007,358897.0
554,268643,Congress Park,Denver,2008,350464.0
555,268643,Congress Park,Denver,2009,340821.0
556,268643,Congress Park,Denver,2010,343583.0
557,268643,Congress Park,Denver,2011,334704.0
558,268643,Congress Park,Denver,2012,350391.0
559,268643,Congress Park,Denver,2013,394832.0
560,268643,Congress Park,Denver,2014,433364.0
561,268643,Congress Park,Denver,2015,486498.0
562,268643,Congress Park,Denver,2016,524721.0
563,268643,Congress Park,Denver,2017,560317.0
564,268643,Congress Park,Denver,2018,602451.0
565,268643,Congress Park,Denver,2019,631768.0
566,268643,Congress Park,Denver,2020,660411.0
567,268643,Congress Park,Denver,2021,743546.0
568,268643,Congress Park,Denver,2022,838093.0
569,268643,Congress Park,Denver,2023,816031.0
570,268643,Congress Park,Denver,2024,808248.0
571,268643,Congress Park,Denver,2025,804884.0
572,268644,Cory - Merrill,Denver,2000,315223.0
573,268644,Cory - Merrill,Denver,2001,357512.0
574,268644,Cory - Merrill,Denver,2002,369293.0
575,268644,Cory - Merrill,Denver,2003,376341.0
576,268644,Cory - Merrill,Denver,2004,390114.0
577,268644,Cory - Merrill,Denver,2005,416545.0
578,268644,Cory - Merrill,Denver,2006,447944.0
579,268644,Cory - Merrill,Denver,2007,456102.0
580,268644,Cory - Merrill,Denver,2008,432656.0
581,268644,Cory - Merrill,Denver,2009,419576.0
582,268644,Cory - Merrill,Denver,2010,411664.0
583,268644,Cory - Merrill,Denver,2011,398971.0
584,268644,Cory - Merrill,Denver,2012,412341.0
585,268644,Cory - Merrill,Denver,2013,454283.0
586,268644,Cory - Merrill,Denver,2014,494279.0
587,268644,Cory - Merrill,Denver,2015,542657.0
588,268644,Cory - Merrill,Denver,2016,580227.0
589,268644,Cory - Merrill,Denver,2017,620668.0
590,268644,Cory - Merrill,Denver,2018,655275.0
591,268644,Cory - Merrill,Denver,2019,677828.0
592,268644,Cory - Merrill,Denver,2020,712490.0
593,268644,Cory - Merrill,Denver,2021,797939.0
594,268644,Cory - Merrill,Denver,2022,914886.0
595,268644,Cory - Merrill,Denver,2023,907582.0
596,268644,Cory - Merrill,Denver,2024,900418.0
597,268644,Cory - Merrill,Denver,2025,901874.0
598,268646,Country Club,Denver,2000,538953.0
599,268646,Country Club,Denver,2001,615651.0
600,268646,Country Club,Denver,2002,652465.0
601,268646,Country Club,Denver,2003,652318.0
602,268646,Country Club,Denver,2004,674430.0
603,268646,Country Club,Denver,2005,706481.0
604,268646,Country Club,Denver,2006,746074.0
605,268646,Country Club,Denver,2007,768478.0
606,268646,Country Club,Denver,2008,761574.0
607,268646,Country Club,Denver,2009,734743.0
